NAME,B25077_001E,state_median_value,place_median_value,B25102_001E,state_property_taxes,place_property_taxes,Effective_Tax_Rate
"Rochester city, Minnesota",273800,27,54880,32949.0,27,54880,12.033966398831264
"St. Cloud city, Minnesota",181700,27,56896,14728.0,27,56896,8.10566868464502
"St. Paul city, Minnesota",267700,27,58000,67642.0,27,58000,25.26783713111692
"Woodbury city, Minnesota",407000,27,71428,21783.0,27,71428,5.352088452088452
"Gulfport city, Mississippi",141700,28,29700,14362.0,28,29700,10.135497529992943
"Jackson city, Mississippi",101500,28,36000,28891.0,28,36000,28.46403940886699
"Columbia city, Missouri",245800,29,15670,25189.0,29,15670,10.247762408462165
"Independence city, Missouri",154700,29,35000,33922.0,29,35000,21.92760180995475
"Kansas City city, Missouri",213400,29,38000,118384.0,29,38000,55.47516401124648
"Lee's Summit city, Missouri",303700,29,41348,28529.0,29,41348,9.39380968060586
"O'Fallon city, Missouri",281700,29,54074,27577.0,29,54074,9.789492367767128
"St. Charles city, Missouri",269200,29,64082,20081.0,29,64082,7.459509658246656
"St. Joseph city, Missouri",132600,29,64550,17413.0,29,64550,13.131975867269984
"St. Louis city, Missouri",170800,29,65000,63653.0,29,65000,37.26756440281031
"Springfield city, Missouri",154600,29,70000,35203.0,29,70000,22.77037516170763
"Billings city, Montana",290000,30,06550,33559.0,30,06550,11.572068965517241
"Missoula city, Montana",406800,30,50200,15207.0,30,50200,3.7382005899705013
"Lincoln city, Nebraska",228000,31,28000,70003.0,31,28000,30.703070175438597
"Omaha city, Nebraska",211900,31,37000,117404.0,31,37000,55.40537989617744
"Enterprise CDP, Nevada",401900,32,23770,53020.0,32,23770,13.19233640209007
"Henderson city, Nevada",421300,32,31900,80562.0,32,31900,19.122240683598385
"Las Vegas city, Nevada",362400,32,40000,138677.0,32,40000,38.266280353200884
"North Las Vegas city, Nevada",335200,32,51800,51443.0,32,51800,15.346957040572793
"Paradise CDP, Nevada",334500,32,54600,33900.0,32,54600,10.134529147982063
"Reno city, Nevada",469100,32,60600,54158.0,32,60600,11.545086335536132
"Sparks city, Nevada",423400,32,68400,27168.0,32,68400,6.416627302786964
"Spring Valley CDP, Nevada",382400,32,68585,40227.0,32,68585,10.519612970711297
"Sunrise Manor CDP, Nevada",262500,32,71400,34333.0,32,71400,13.079238095238097
"Manchester city, New Hampshire",321300,33,45140,23884.0,33,45140,7.4335511982570806
"Nashua city, New Hampshire",355000,33,50260,20206.0,33,50260,5.691830985915493
"Camden city, New Jersey",106000,34,10000,8557.0,34,10000,8.072641509433963
"Jersey City city, New Jersey",487400,34,36000,34358.0,34,36000,7.049240869922036
"Newark city, New Jersey",323200,34,51000,24002.0,34,51000,7.4263613861386135
"Toms River CDP, New Jersey",378300,34,73110,27960.0,34,73110,7.39095955590801
"Trenton city, New Jersey",95400,34,74000,13827.0,34,74000,14.4937106918239
"Albuquerque city, New Mexico",251500,35,02000,147964.0,35,02000,58.832604373757455
"Las Cruces city, New Mexico",182000,35,39380,24866.0,35,39380,13.662637362637362
"Rio Rancho city, New Mexico",247200,35,63460,32422.0,35,63460,13.115695792880258
"Santa Fe city, New Mexico",349900,35,70500,27861.0,35,70500,7.962560731637611
"Albany city, New York",206800,36,01000,17296.0,36,01000,8.363636363636363
"Buffalo city, New York",155200,36,11000,54108.0,36,11000,34.863402061855666
"Cheektowaga CDP, New York",162500,36,15000,23806.0,36,15000,14.649846153846156
"New York city, New York",685700,36,51000,1085936.0,36,51000,158.3689660201254
"Rochester city, New York",109700,36,63000,38125.0,36,63000,34.7538742023701
"Schenectady city, New York",156800,36,65508,13589.0,36,65508,8.666454081632653
"Syracuse city, New York",123000,36,73000,27039.0,36,73000,21.982926829268294
"Yonkers city, New York",424100,36,84000,40385.0,36,84000,9.522518273991983
"Asheville city, North Carolina",363800,37,02140,20896.0,37,02140,5.743815283122595
"Cary town, North Carolina",463200,37,10740,44779.0,37,10740,9.66731433506045
"Charlotte city, North Carolina",321400,37,12000,193930.0,37,12000,60.33914125700062
"Concord city, North Carolina",298600,37,14100,24616.0,37,14100,8.243804420629605
"Durham city, North Carolina",325000,37,19000,62550.0,37,19000,19.246153846153845
"Fayetteville city, North Carolina",150200,37,22920,38079.0,37,22920,25.35219707057257
"Gastonia city, North Carolina",231300,37,25580,17830.0,37,25580,7.708603545179421
"Greensboro city, North Carolina",186200,37,28000,69834.0,37,28000,37.504833512352306
"Greenville city, North Carolina",198800,37,28080,12529.0,37,28080,6.3023138832997985
"High Point city, North Carolina",180300,37,31400,24359.0,37,31400,13.510260676650027
"Jacksonville city, North Carolina",175800,37,34200,7704.0,37,34200,4.382252559726963
"Raleigh city, North Carolina",340200,37,55000,103367.0,37,55000,30.384185773074663
"Wilmington city, North Carolina",334900,37,74440,27455.0,37,74440,8.197969543147208
"Winston-Salem city, North Carolina",197300,37,75000,56834.0,37,75000,28.80587937151546
"Bismarck city, North Dakota",254800,38,07200,20389.0,38,07200,8.001962323390895
"Fargo city, North Dakota",238600,38,25700,25536.0,38,25700,10.702430846605198
"Akron city, Ohio",106300,39,01000,42714.0,39,01000,40.18250235183443
"Canton city, Ohio",88300,39,12000,16922.0,39,12000,19.164212910532278
"Cincinnati city, Ohio",190300,39,15000,55411.0,39,15000,29.11770888071466
"Cleveland city, Ohio",83400,39,16000,67039.0,39,16000,80.38249400479617
"Columbus city, Ohio",219200,39,18000,175427.0,39,18000,80.03056569343066
"Dayton city, Ohio",85000,39,21000,27278.0,39,21000,32.091764705882355
"Lorain city, Ohio",113700,39,44856,15723.0,39,44856,13.82849604221636
"Parma city, Ohio",148000,39,61000,24934.0,39,61000,16.8472972972973
"Toledo city, Ohio",100100,39,77000,67831.0,39,77000,67.76323676323676
"Broken Arrow city, Oklahoma",211600,40,09050,32859.0,40,09050,15.52882797731569
"Edmond city, Oklahoma",283800,40,23200,26293.0,40,23200,9.264622973925299
"Lawton city, Oklahoma",129400,40,41850,14221.0,40,41850,10.989953632148378
"Norman city, Oklahoma",228600,40,52500,27203.0,40,52500,11.899825021872266
"Oklahoma City city, Oklahoma",190900,40,55000,164470.0,40,55000,86.15505500261918
"Tulsa city, Oklahoma",172000,40,75000,89307.0,40,75000,51.92267441860465
"Beaverton city, Oregon",490600,41,05350,19674.0,41,05350,4.010191602119853
"Bend city, Oregon",569200,41,05800,30412.0,41,05800,5.342937456078707
"Eugene city, Oregon",394800,41,23850,38201.0,41,23850,9.676038500506586
"Gresham city, Oregon",411100,41,31250,25532.0,41,31250,6.210654342009243
"Hillsboro city, Oregon",432600,41,34100,20442.0,41,34100,4.725381414701803
"Medford city, Oregon",363800,41,47000,22221.0,41,47000,6.108026388125343
"Portland city, Oregon",520200,41,59000,153121.0,41,59000,29.435024990388314
"Salem city, Oregon",351300,41,64900,36174.0,41,64900,10.297181895815543
"Allentown city, Pennsylvania",173400,42,02000,19662.0,42,02000,11.33910034602076
"Bethlehem city, Pennsylvania",214800,42,06088,15875.0,42,06088,7.390595903165735
"Erie city, Pennsylvania",95900,42,24000,21061.0,42,24000,21.9614181438999
"Philadelphia city, Pennsylvania",220700,42,60000,348935.0,42,60000,158.10376076121432
"Pittsburgh city, Pennsylvania",181100,42,61000,66729.0,42,61000,36.84649364991717
"Reading city, Pennsylvania",92500,42,63624,12833.0,42,63624,13.873513513513513
"Scranton city, Pennsylvania",130600,42,69000,16172.0,42,69000,12.382848392036754
"Pawtucket city, Rhode Island",275200,44,54640,14803.0,44,54640,5.378997093023256
"Providence city, Rhode Island",291200,44,59000,27713.0,44,59000,9.516826923076923
"Warwick city, Rhode Island",293500,44,74300,26983.0,44,74300,9.193526405451449
"Charleston city, South Carolina",420800,45,13330,36857.0,45,13330,8.7587927756654
"Columbia city, South Carolina",218500,45,16000,23564.0,45,16000,10.784439359267735
"Greenville city, South Carolina",389700,45,30850,13514.0,45,30850,3.4677957403130613
"Mount Pleasant town, South Carolina",591900,45,48535,28130.0,45,48535,4.752491974995776
"North Charleston city, South Carolina",229800,45,50875,25582.0,45,50875,11.132288946910357
"Rock Hill city, South Carolina",245000,45,61405,16120.0,45,61405,6.579591836734694
"Rapid City city, South Dakota",247700,46,52980,21223.0,46,52980,8.568025837706903
"Sioux Falls city, South Dakota",249600,46,59020,51017.0,46,59020,20.439503205128204
"Chattanooga city, Tennessee",235900,47,14000,41455.0,47,14000,17.573124205171684
"Clarksville city, Tennessee",211100,47,15160,34601.0,47,15160,16.39081004263382
"Franklin city, Tennessee",592200,47,27740,22105.0,47,27740,3.7326916582235734
"Jackson city, Tennessee",170400,47,37640,13878.0,47,37640,8.1443661971831
"Johnson City city, Tennessee",216000,47,38320,15041.0,47,38320,6.963425925925925
"Knoxville city, Tennessee",193600,47,40000,40535.0,47,40000,20.9375
"Memphis city, Tennessee",142800,47,48000,119622.0,47,48000,83.76890756302521
"Murfreesboro city, Tennessee",323600,47,51560,35354.0,47,51560,10.92521631644005
"Nashville-Davidson metropolitan government (balance), Tennessee",346700,47,52006,162426.0,47,52006,46.8491491202769
"Abilene city, Texas",157900,48,01000,27148.0,48,01000,17.1931602279924
"Amarillo city, Texas",163400,48,03000,48900.0,48,03000,29.9265605875153
"Arlington city, Texas",254700,48,04000,78883.0,48,04000,30.970946211228895
"Atascocita CDP, Texas",263000,48,04462,24796.0,48,04462,9.428136882129277
"Austin city, Texas",482900,48,05000,196458.0,48,05000,40.68295713398219
"Baytown city, Texas",173200,48,06128,14353.0,48,06128,8.286951501154734
"Beaumont city, Texas",150100,48,07000,24674.0,48,07000,16.438374417055297
"Brownsville city, Texas",104100,48,10768,34440.0,48,10768,33.0835734870317
"Bryan city, Texas",167500,48,10912,14206.0,48,10912,8.481194029850746
"Carrollton city, Texas",302800,48,13024,28355.0,48,13024,9.364266842800529
"College Station city, Texas",291300,48,15976,16867.0,48,15976,5.790250600755235
"Conroe city, Texas",267100,48,16432,21695.0,48,16432,8.122426057656309
"Corpus Christi city, Texas",171500,48,17000,67874.0,48,17000,39.57667638483965
"Dallas city, Texas",267600,48,19000,229518.0,48,19000,85.76905829596413
"Denton city, Texas",288300,48,19972,27294.0,48,19972,9.467221644120707
"Edinburg city, Texas",153500,48,22660,18418.0,48,22660,11.998697068403908
"El Paso city, Texas",152800,48,24000,147788.0,48,24000,96.71989528795811
"Fort Worth city, Texas",249000,48,27000,185197.0,48,27000,74.37630522088354
"Frisco city, Texas",520200,48,27684,46921.0,48,27684,9.019800076893503
"Garland city, Texas",232300,48,29000,46943.0,48,29000,20.20792079207921
"Georgetown city, Texas",351600,48,29336,21162.0,48,29336,6.01877133105802
"Grand Prairie city, Texas",242200,48,30464,36706.0,48,30464,15.155243600330307
"Harlingen city, Texas",106600,48,32372,16053.0,48,32372,15.059099437148218
"Houston city, Texas",236700,48,35000,390226.0,48,35000,164.8610054921842
"Irving city, Texas",274100,48,37000,34544.0,48,37000,12.602699744618754
"Killeen city, Texas",179900,48,39148,27360.0,48,39148,15.208449138410227
"Laredo city, Texas",157400,48,41464,48145.0,48,41464,30.58767471410419
"League City city, Texas",300000,48,41980,33163.0,48,41980,11.054333333333332
"Lewisville city, Texas",308800,48,42508,21108.0,48,42508,6.835492227979274
"Longview city, Texas",164200,48,43888,16342.0,48,43888,9.95249695493301
"Lubbock city, Texas",171400,48,45000,53722.0,48,45000,31.343057176196034
"McAllen city, Texas",164300,48,45384,28632.0,48,45384,17.42665855143031
"McKinney city, Texas",391200,48,45744,47064.0,48,45744,12.030674846625766
"Mansfield city, Texas",345700,48,46452,17817.0,48,46452,5.153890656638705
"Mesquite city, Texas",208900,48,47892,33675.0,48,47892,16.120153183341312
"Midland city, Texas",276100,48,48072,35209.0,48,48072,12.752263672582398
"Mission city, Texas",135000,48,48768,18452.0,48,48768,13.668148148148148
"Missouri City city, Texas",273300,48,48804,22759.0,48,48804,8.327478960848884
"New Braunfels city, Texas",285600,48,50820,23189.0,48,50820,8.119397759103641
"North Richland Hills city, Texas",314000,48,52356,16495.0,48,52356,5.253184713375796
"Odessa city, Texas",196500,48,53388,29380.0,48,53388,14.951653944020357
"Pasadena city, Texas",192300,48,56000,28954.0,48,56000,15.056682267290691
"Pearland city, Texas",307800,48,56348,31827.0,48,56348,10.340155945419104
"Pharr city, Texas",91200,48,57200,14397.0,48,57200,15.786184210526317
"Plano city, Texas",387200,48,58016,60883.0,48,58016,15.7239152892562
"Richardson city, Texas",358000,48,61796,25448.0,48,61796,7.108379888268157
"Round Rock city, Texas",355600,48,63500,26607.0,48,63500,7.482283464566929
"San Angelo city, Texas",158800,48,64472,25065.0,48,64472,15.784005037783375
"San Antonio city, Texas",197600,48,65000,290123.0,48,65000,146.82338056680163
"Spring CDP, Texas",188500,48,69596,17372.0,48,69596,9.215915119363395
"Temple city, Texas",202700,48,72176,18005.0,48,72176,8.882585101134682
"The Woodlands CDP, Texas",429500,48,72656,33234.0,48,72656,7.737834691501747
"Tyler city, Texas",195900,48,74144,19913.0,48,74144,10.164880040837161
"Victoria city, Texas",179400,48,75428,13992.0,48,75428,7.799331103678931
"Waco city, Texas",177300,48,76000,26055.0,48,76000,14.69543147208122
"Wichita Falls city, Texas",118900,48,79000,21943.0,48,79000,18.455004205214465
"Layton city, Utah",409200,49,43660,18996.0,49,43660,4.642228739002933
"Lehi city, Utah",536600,49,44320,17065.0,49,44320,3.1802087215803208
"Ogden city, Utah",296500,49,55980,20013.0,49,55980,6.749747048903878
"Orem city, Utah",404200,49,57300,19808.0,49,57300,4.900544285007422
"Provo city, Utah",418800,49,62470,12193.0,49,62470,2.9114135625596944
"St. George city, Utah",447900,49,65330,22579.0,49,65330,5.041080598347845
"Salt Lake City city, Utah",459800,49,67000,42681.0,49,67000,9.282514136581122
"Sandy city, Utah",516400,49,67440,25988.0,49,67440,5.032532920216886
"South Jordan city, Utah",603500,49,70850,20911.0,49,70850,3.4649544324772164
"West Jordan city, Utah",410600,49,82950,27491.0,49,82950,6.695323916220166
"West Valley City city, Utah",343300,49,83470,29620.0,49,83470,8.628022138071657
"Alexandria city, Virginia",630500,51,01000,31137.0,51,01000,4.938461538461539
"Arlington CDP, Virginia",779400,51,03000,47577.0,51,03000,6.104311008468052
"Centreville CDP, Virginia",526800,51,14440,18513.0,51,14440,3.514236902050114
"Chesapeake city, Virginia",320600,51,16000,69186.0,51,16000,21.58016219588272
"Dale City CDP, Virginia",371800,51,21088,18463.0,51,21088,4.9658418504572355
"Hampton city, Virginia",211900,51,35000,31662.0,51,35000,14.941953751769702
"Lynchburg city, Virginia",175600,51,47672,14756.0,51,47672,8.403189066059227
"Newport News city, Virginia",227200,51,56000,36527.0,51,56000,16.077024647887324
"Norfolk city, Virginia",250300,51,57000,44867.0,51,57000,17.9252896524171
"Portsmouth city, Virginia",221500,51,64000,22918.0,51,64000,10.346726862302482
"Richmond city, Virginia",311700,51,67000,44985.0,51,67000,14.432146294513956
"Roanoke city, Virginia",160000,51,68000,21998.0,51,68000,13.748750000000001
"Suffolk city, Virginia",302200,51,76432,26651.0,51,76432,8.818994043679682
"Virginia Beach city, Virginia",328500,51,82000,119144.0,51,82000,36.26910197869102
"Auburn city, Washington",474600,53,03180,18795.0,53,03180,3.9601769911504423
"Bellevue city, Washington",1107200,53,05210,32296.0,53,05210,2.916907514450867
"Bellingham city, Washington",586700,53,05280,16600.0,53,05280,2.829384694051474
"Everett city, Washington",496900,53,22640,21308.0,53,22640,4.288186757898973
"Federal Way city, Washington",461000,53,23515,19653.0,53,23515,4.263123644251627
"Kennewick city, Washington",330200,53,35275,17204.0,53,35275,5.210175651120533
"Kent city, Washington",523000,53,35415,26144.0,53,35415,4.99885277246654
"Kirkland city, Washington",939900,53,35940,22848.0,53,35940,2.4308969039259494
"Marysville city, Washington",461100,53,43955,18870.0,53,43955,4.092387768379961
"Pasco city, Washington",322200,53,53545,18630.0,53,53545,5.782122905027933
"Renton city, Washington",587300,53,57745,21560.0,53,57745,3.67103694874851
"Seattle city, Washington",848100,53,63000,161587.0,53,63000,19.052823959438744
"South Hill CDP, Washington",462200,53,65922,17748.0,53,65922,3.8398961488533105
"Spokane city, Washington",318200,53,67000,54499.0,53,67000,17.12727844123193
"Spokane Valley city, Washington",323800,53,67167,25467.0,53,67167,7.865040148239653
"Tacoma city, Washington",435700,53,70000,51156.0,53,70000,11.741106265779205
"Vancouver city, Washington",399100,53,74060,41484.0,53,74060,10.394387371586069
"Yakima city, Washington",260500,53,80010,20569.0,53,80010,7.8959692898272555
"Appleton city, Wisconsin",193800,55,02375,19467.0,55,02375,10.044891640866874
"Eau Claire city, Wisconsin",220300,55,22300,15959.0,55,22300,7.244212437585111
"Green Bay city, Wisconsin",174400,55,31000,27157.0,55,31000,15.571674311926605
"Janesville city, Wisconsin",183600,55,37825,18923.0,55,37825,10.306644880174291
"Kenosha city, Wisconsin",206700,55,39225,22624.0,55,39225,10.945331398161587
"Madison city, Wisconsin",321800,55,48000,60243.0,55,48000,18.720633934120574
"Milwaukee city, Wisconsin",160100,55,53000,96044.0,55,53000,59.99000624609619
"Oshkosh city, Wisconsin",152100,55,60500,15139.0,55,60500,9.953320184089415
"Racine city, Wisconsin",144100,55,66000,16315.0,55,66000,11.321998612074948
"Waukesha city, Wisconsin",252500,55,84250,18489.0,55,84250,7.322376237623763
"Cheyenne city, Wyoming",276100,56,13900,17908.0,56,13900,6.48605577689243
"Bayamón zona urbana, Puerto Rico",123600,72,06593,42641.0,72,06593,34.499190938511326
"Carolina zona urbana, Puerto Rico",138400,72,14290,35384.0,72,14290,25.56647398843931
"Guaynabo zona urbana, Puerto Rico",213900,72,32522,20281.0,72,32522,9.48153342683497
"San Juan zona urbana, Puerto Rico",149100,72,76770,66489.0,72,76770,44.59356136820926
